#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Wed Jan 17 17:46:48 EST 2018,0,0,Assignment0Suite, , ,ClearTest0- ClearTest1- EverythingTest0- InsertTest0- InsertTest1- InsertTest2- InsertTest3- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest0- SizeTest1- SizeTest2- SizeTest3- , ,
1,Wed Jan 17 17:47:20 EST 2018,0,0,Assignment0Suite, , ,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,
2,Wed Jan 17 18:04:42 EST 2018,0,0,Assignment0Suite, , ,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,
